#YY  MM DD hh WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2004 11 29 22 106 11.0 12.8  1.29  4.55  4.17 146 1022.1   6.0   9.4   4.5 99.0 99.00
2004 11 29 23 104 10.7 12.6  1.42  4.55  4.23 125 1020.9   5.8   9.3   4.4 99.0 99.00
2004 11 30 00  91  7.5  9.5  1.56  4.76  4.51 131 1021.4   5.4   9.0   4.3 99.0 99.00
2004 11 30 01 106  8.4 10.3  1.78 10.81  5.29 274 1021.3   5.4   8.9   4.3 99.0 99.00
2004 11 30 02  91  7.0  9.0  2.52  8.33  6.62 261 1021.4   5.9   8.9   4.4 99.0 99.00
2004 11 30 03 105  7.4  9.3  2.57  9.09  6.88 263 1021.1   5.8   9.0   4.6 99.0 99.00
2004 11 30 04  96  8.0 10.5  2.29 10.00  7.35 260 1021.1   5.8   9.1   4.4 99.0 99.00
2004 11 30 05  85  7.5  9.1  2.16 11.43  7.34 269 1021.1   5.8   8.9   4.7 99.0 99.00
2004 11 30 06  87  7.5 10.1  2.41 13.79  8.38 269 1021.2   5.6   8.8   4.6 99.0 99.00
2004 11 30 07  86  7.1  9.2  2.86 13.79  8.77 271 1021.3   5.7   8.8   4.8 99.0 99.00
2004 11 30 08  79  8.1 10.8  3.25 13.79  9.33 269 1021.4   5.6   8.8   4.7 99.0 99.00
2004 11 30 09  81  7.8  9.8  3.77 13.79  9.49 263 1021.3   5.8   8.8   5.1 99.0 99.00
2004 11 30 10  73  8.0 10.9  4.08 12.90  9.56 279 1021.6   5.7   8.8   5.1 99.0 99.00
2004 11 30 11  81  7.9 11.4  4.06 14.81  9.62 263 1022.0   5.7   8.9   5.1 99.0 99.00
2004 11 30 12  80  8.3 11.4  4.54 14.81  9.77 260 1022.3   5.8   8.8   5.2 99.0 99.00
2004 11 30 13  77  7.9 10.6  4.33 14.81  9.58 274 1022.7   6.0   8.8   5.4 99.0 99.00
2004 11 30 14  80  7.4 10.3  4.36 12.12  9.34 270 1023.4   6.1   8.8   5.4 99.0 99.00
2004 11 30 15  71  7.9 10.4  4.50 12.90  9.77 263 1024.1   5.9   8.8   5.3 99.0 99.00
2004 11 30 16  73  7.1  9.5  3.67 13.79  9.88 260 1025.1   6.1  10.1   5.4 99.0 99.00
2004 11 30 17  75  6.8  9.7  3.68 13.79  9.58 256 1025.9   6.2  10.1   5.4 99.0 99.00
2004 11 30 18  72  6.5  9.1  3.34 12.90  8.93 257 1026.5   6.4  10.1   5.2 99.0 99.00
2004 11 30 19  59  6.1  8.4  3.65 13.79  9.48 260 1027.2   6.5  10.1   4.9 99.0 99.00
2004 11 30 20  46  5.2  6.6  3.26 13.79  8.80 259 1027.4   6.5  10.1   4.4 99.0 99.00
2004 11 30 21  63  4.2  5.9  3.16 13.79  9.24 268 1027.2   6.7  10.1   4.2 99.0 99.00
2004 11 30 22  98  3.4  5.5  3.15 12.90  9.36 274 1027.1   6.9  10.1   4.6 99.0 99.00
2004 11 30 23  91  4.1  6.0  2.94 12.90  9.34 278 1027.0   7.2  10.1   4.9 99.0 99.00
2004 12 01 00  85  4.5  7.5  3.19 12.90  9.31 276 1027.4   7.2  10.1   4.9 99.0 99.00
2004 12 01 01  84  3.6  6.3  3.24 12.12  9.78 276 1027.8   7.2  10.0   4.6 99.0 99.00
2004 12 01 02 128  4.0  5.9  3.37 11.43  9.64 282 1027.9   7.2  10.0   5.2 99.0 99.00
2004 12 01 03 104  2.0  3.9  3.49 11.43  9.81 282 1028.4   7.1   9.9   5.2 99.0 99.00
2004 12 01 04  93  2.5  4.7  2.88 11.43  9.61 278 1028.7   7.1   9.2   4.8 99.0 99.00
2004 12 01 05  92  2.2  4.2  3.15 10.81  9.44 283 1028.8   7.0   9.4   5.3 99.0 99.00
2004 12 01 06 115  2.6  4.2  2.89 10.00  8.95 281 1028.8   7.0   9.4   5.3 99.0 99.00
2004 12 01 07  60  3.1  5.0  2.88 11.43  8.62 285 1029.3   6.8   9.2   5.2 99.0 99.00
2004 12 01 08  79  2.2  4.2  2.82 10.00  8.36 284 1029.3   6.7   9.1   5.0 99.0 99.00
2004 12 01 09  71  2.8  4.2  2.74 10.81  8.01 282 1029.6   6.6   9.2   4.8 99.0 99.00
2004 12 01 10  85  3.0  3.9  2.61 10.81  7.52 272 1029.5   6.6   9.1   4.9 99.0 99.00
2004 12 01 11  67  2.5  3.7  2.44  9.09  7.50 274 1029.6   6.5   9.1   4.6 99.0 99.00
2004 12 01 12  77  3.8  5.4  2.17 13.79  7.33 270 1029.4   6.4   9.1   4.7 99.0 99.00
2004 12 01 13  80  4.8  6.3  2.12 12.90  7.82 280 1029.4   6.5   9.1   4.8 99.0 99.00
2004 12 01 14  82  4.3  5.5  1.82 12.12  7.88 280 1029.6   6.6   9.2   5.0 99.0 99.00
2004 12 01 15  76  4.7  5.9  2.11 12.12  8.35 278 1029.7   6.6   9.3   5.1 99.0 99.00
2004 12 01 16  87  3.8  5.1  1.91 12.12  8.55 272 1030.2   6.9   9.4   5.2 99.0 99.00
2004 12 01 17  89  3.4  4.7  1.92 11.43  8.40 281 1030.9   6.8   9.4   5.0 99.0 99.00
2004 12 01 18 102  4.0  5.3  2.02 11.43  8.79 270 1031.2   6.8   9.4   5.0 99.0 99.00
2004 12 01 19  96  3.9  5.8  2.02 10.81  8.70 279 1031.4   7.1   9.4   5.2 99.0 99.00
2004 12 01 20 121  2.8  3.8  2.04 10.81  8.72 281 1031.4   7.4   9.4   4.5 99.0 99.00
2004 12 01 21 103  2.5  4.3  2.09 10.81  8.82 279 1031.0   7.3   9.3   4.4 99.0 99.00
2004 12 01 22 192  1.1  1.7  2.32 10.00  8.94 280 1031.1   7.1   9.4   4.9 99.0 99.00
2004 12 01 23 189  1.6  3.0  2.51 10.81  8.81 273 1031.1   6.8   9.3   6.1 99.0 99.00
2004 12 02 00  47  1.4  2.2  2.12 10.81  8.21 278 1031.5   6.6   9.2   5.9 99.0 99.00
2004 12 02 01  83  2.5  3.4  2.03 11.43  8.01 276 1031.5   6.7   9.2   6.0 99.0 99.00
2004 12 02 02 109  2.4  3.6  2.08 10.00  8.01 276 1031.9   6.9   9.2   6.2 99.0 99.00
2004 12 02 03 127  3.0  3.8  1.83 11.43  8.04 274 1032.0   7.0   9.2   6.3 99.0 99.00
2004 12 02 04 114  3.4  4.2  1.74  9.09  8.20 285 1032.3   7.1   9.2   6.4 99.0 99.00
2004 12 02 05 110  2.9  4.1  1.71 12.12  8.71 276 1032.7   7.2   9.2   6.5 99.0 99.00
2004 12 02 06 108  3.6  5.0  1.73 12.90  8.95 271 1033.0   7.0   9.2   6.4 99.0 99.00
2004 12 02 07 101  4.3  5.7  1.71 12.12  9.05 283 1033.0   7.1   9.2   6.5 99.0 99.00
2004 12 02 08  90  3.4  4.6  2.14 12.12  9.56 281 1033.2   7.1   9.2   6.4 99.0 99.00
2004 12 02 09  98  3.6  4.7  2.16 11.43  9.45 291 1032.6   7.1   9.2   6.5 99.0 99.00
2004 12 02 10  96  2.7  3.8  2.10 12.12  9.09 284 1032.6   7.1   9.2   6.5 99.0 99.00
2004 12 02 11 127  4.0  5.1  2.26 10.81  8.77 290 1032.2   7.2   9.1   6.6 99.0 99.00
2004 12 02 12 151  1.1  2.2  2.14 10.81  8.27 282 1032.4   7.3   9.1   6.6 99.0 99.00
2004 12 02 13 165  1.0  1.9  2.15 10.00  7.76 285 1032.7   7.3   8.9   6.7 99.0 99.00
2004 12 02 14 261  1.0  1.9  1.93 10.00  7.78 278 1032.6   7.2   9.0   6.6 99.0 99.00
2004 12 02 15 195  0.7  1.6  1.75 10.81  8.13 270 1032.6   7.7   9.6   6.8 99.0 99.00
2004 12 02 16 100  1.3  2.1  1.77 10.00  8.06 270 1033.0   7.9   9.5   7.0 99.0 99.00
2004 12 02 17  91  0.9  1.6  1.83 10.00  8.30 278 1033.6   8.0   9.7   7.3 99.0 99.00
2004 12 02 18 193  4.2  5.6  1.71 10.00  7.88 275 1033.5   8.2   9.3   7.3 99.0 99.00
2004 12 02 19 199  4.5  5.3  1.56 12.12  7.82 272 1033.6   8.6   9.4   7.5 99.0 99.00
2004 12 02 20 207  4.6  6.0  1.64 12.12  8.27 274 1033.2   8.8   9.4   7.9 99.0 99.00
2004 12 02 21 264  2.8  4.4  1.52 12.12  8.35 274 1033.1   9.3   9.6   8.4 99.0 99.00
2004 12 02 22 317  2.9  4.3  1.53 12.12  8.48 282 1033.2   9.2   9.6   8.2 99.0 99.00
2004 12 02 23 285  3.0  3.6  1.57 11.43  8.11 284 1032.8   9.2   9.5   8.0 99.0 99.00
2004 12 03 00 304  1.5  2.2  1.66 11.43  8.76 283 1032.7   9.1   9.4   8.2 99.0 99.00
2004 12 03 01 278  0.7  1.1  1.57 11.43  8.48 292 1032.7   8.9   9.6   8.2 99.0 99.00
2004 12 03 02 295  1.0  1.8  1.81 10.81  8.85 278 1032.5   9.1   9.4   8.2 99.0 99.00
2004 12 03 03 240  1.5  2.4  2.05 11.43  9.01 278 1032.0   9.2   9.4   8.2 99.0 99.00
2004 12 03 04 255  2.7  3.6  1.85 13.79  8.83 273 1032.1   9.2   9.3   8.4 99.0 99.00
2004 12 03 05 311  1.8  2.6  2.09 10.81  9.08 278 1031.7   9.2   9.2   8.3 99.0 99.00
2004 12 03 06 325  1.3  2.5  2.06  9.09  8.99 281 1031.6   8.9   9.2   8.2 99.0 99.00
2004 12 03 07 292  0.9  1.7  2.03 12.90  9.13 269 1031.3   8.9   9.2   8.1 99.0 99.00
2004 12 03 08 246  3.6  4.6  2.02 12.90  9.05 272 1030.9   9.4   9.2   8.5 99.0 99.00
2004 12 03 09 232  3.5  4.3  1.88 12.90  8.32 276 1030.2   9.4   9.2   8.4 99.0 99.00
2004 12 03 10 233  3.9  4.6  1.99 12.12  8.55 277 1029.4   9.2   9.2   8.5 99.0 99.00
2004 12 03 11 232  3.6  4.6  1.99 12.12  8.14 274 1028.6   9.1   9.1   8.0 99.0 99.00
2004 12 03 12 261  5.2  7.2  2.10 12.12  8.33 271 1027.7   9.1   9.1   7.3 99.0 99.00
2004 12 03 13 232  3.2  4.8  1.82 12.90  7.53 276 1027.0   9.1   9.1   8.0 99.0 99.00
2004 12 03 14 219  5.1  6.0  1.91 12.12  7.91 284 1026.5   9.4   9.2   7.9 99.0 99.00
2004 12 03 15 193  8.8 10.3  1.72 11.43  7.48 281 1025.6   9.1   9.2   8.2 99.0 99.00
2004 12 03 16 205  7.2  9.1  1.67 10.81  6.91 276 1024.9   8.8   9.2   8.0 99.0 99.00
2004 12 03 17 192  8.1 10.1  1.69 10.81  7.25 279 1024.2   8.8   9.2   8.2 99.0 99.00
2004 12 03 18 181  9.8 11.6  1.69 11.43  6.66 275 1023.1   8.7   9.2   7.9 99.0 99.00
2004 12 03 19 182  8.5  9.9  1.87 10.81  6.68 272 1022.5   8.5   9.2   7.9 99.0 99.00
2004 12 03 20 199  9.7 11.2  1.77 11.43  6.94 267 1021.5   8.8   9.1   8.3 99.0 99.00
2004 12 03 21 189 10.7 12.4  2.18 10.00  6.86 274 1019.7   9.0   9.2   8.4 99.0 99.00
2004 12 03 22 188 11.5 13.3  2.54 10.81  7.17 270 1018.3   9.0   9.3   8.4 99.0 99.00
2004 12 03 23 189 11.5 13.7  2.72 10.00  7.18 271 1016.8   9.1   9.4   8.5 99.0 99.00
2004 12 04 00 193 10.2 12.3  2.51 10.00  6.69 274 1015.9   9.3   9.3   8.8 99.0 99.00
2004 12 04 01 198  9.8 11.7  2.51 10.81  6.61 277 1014.9   9.5   9.3   9.0 99.0 99.00
2004 12 04 02 189 10.0 11.5  2.40 12.90  6.48 274 1013.5   9.5   9.2   9.0 99.0 99.00
2004 12 04 03 180  9.1 11.0  2.71 12.12  6.99 276 1012.2   9.2   9.1   8.6 99.0 99.00
2004 12 04 04 293  3.6  5.0  2.93 12.90  7.09 273 1011.8   8.2   9.3   7.6 99.0 99.00
2004 12 04 05 314  3.6  5.1  2.91 12.90  7.72 274 1010.8   7.7   9.4   7.1 99.0 99.00
2004 12 04 06 304  5.1  6.2  2.80 12.90  8.11 277 1010.4   7.6   9.2   7.0 99.0 99.00
2004 12 04 07 297  2.8  4.1  2.79 12.12  8.63 279 1009.4   7.5   9.2   6.9 99.0 99.00
2004 12 04 08 313  1.2  2.5  2.61 11.43  8.99 278 1008.5   7.2   9.1   6.7 99.0 99.00
2004 12 04 09 336  2.2  3.5  2.53 12.12  9.10 281 1007.0   7.2   9.0   6.7 99.0 99.00
2004 12 04 10 351  1.5  2.6  3.01 11.43  9.30 276 1005.3   7.1   9.0   6.5 99.0 99.00
2004 12 04 11 279  0.5  2.0  3.31 16.00  9.23 270 1003.9   6.9   8.6   6.4 99.0 99.00
2004 12 04 12 297  2.8  4.8  3.28 16.00  9.16 267 1003.0   7.1   8.3   6.6 99.0 99.00
2004 12 04 13 321  6.3  7.3  3.54 12.12  9.26 279 1001.7   7.1   8.8   6.5 99.0 99.00
2004 12 04 14 318  5.2  6.8  3.29 14.81  8.83 259 1000.5   7.2   8.9   6.4 99.0 99.00
2004 12 04 15  77  2.7  4.4  3.25 16.00  8.86 267  999.7   7.4   8.9   6.9 99.0 99.00
2004 12 04 16  97  4.8  6.6  3.18 17.39  9.13 267  999.2   7.6   8.9   7.0 99.0 99.00
2004 12 04 17 110  3.4  5.8  3.26 16.00  9.42 272  999.3   7.9   8.9   7.3 99.0 99.00
2004 12 04 18 209  2.1  3.8  3.14 13.79  8.83 266  999.3   8.0  10.0   7.5 99.0 99.00
2004 12 04 19 293  5.8  7.4  2.93 17.39  9.35 249  999.5   6.2   9.9   5.5 99.0 99.00
2004 12 04 20 309  5.3  6.5  2.86 13.79  9.40 254  999.5   6.1   9.7   5.3 99.0 99.00
2004 12 04 21 294  2.8  4.1  2.68 13.79  9.31 259  999.2   6.0   9.8   5.1 99.0 99.00
2004 12 04 22  34  0.5  1.4  2.70 16.00  9.30 257  999.2   6.7   9.8   4.7 99.0 99.00
2004 12 04 23 234  1.4  3.1  2.96 12.90  9.51 276  999.1   6.9   9.8   4.7 99.0 99.00
2004 12 05 00 291  3.6  4.8  2.79 12.90  9.03 285  999.3   6.6   9.8   5.2 99.0 99.00
2004 12 05 01 334  2.8  4.3  3.00 12.12  9.11 279  999.5   6.9   9.7   4.8 99.0 99.00
2004 12 05 02 332  3.6  4.6  3.22 12.90  9.26 277 1000.1   6.0   9.9   5.1 99.0 99.00
2004 12 05 03 317  5.5  6.7  2.86 14.81  8.82 278 1000.4   5.7   9.8   4.1 99.0 99.00
2004 12 05 04 333  4.5  5.7  2.97 14.81  8.64 275 1000.6   5.7   9.8   3.9 99.0 99.00
2004 12 05 05 335  2.9  4.2  3.22 14.81  8.69 278 1000.9   5.9   9.0   3.6 99.0 99.00
2004 12 05 06 308  2.3  3.8  3.27 10.00  8.46 279 1001.2   6.0   9.0   3.3 99.0 99.00
2004 12 05 07 301  2.3  3.5  3.35 10.81  8.30 277 1001.4   6.0   8.7   3.9 99.0 99.00
2004 12 05 08 294  8.0 10.3  3.39 14.81  8.42 264 1001.7   7.0   8.6   1.8 99.0 99.00
2004 12 05 09 311  6.0  8.2  3.62 10.00  8.40 275 1002.1   6.7   8.3   0.6 99.0 99.00
2004 12 05 10 304  6.8  8.9  3.44 10.81  7.71 268 1002.2   6.4   8.5   0.0 99.0 99.00
2004 12 05 11 299  7.2  9.3  3.49 12.90  7.74 263 1002.7   6.3   8.6  -0.7 99.0 99.00
2004 12 05 12 307  5.2  7.7  3.31 13.79  7.30 259 1003.0   5.9   8.6  -0.2 99.0 99.00
2004 12 05 13 308  7.8  9.4  3.31 12.90  7.57 261 1003.2   5.9   8.8  -1.0 99.0 99.00
2004 12 05 14 327  4.2  5.8  3.01 12.12  7.41 268 1003.5   5.3   9.0  -0.6 99.0 99.00
2004 12 05 15 332  2.8  4.1  3.17 12.12  7.79 276 1003.9   5.3   8.6  -1.4 99.0 99.00
2004 12 05 16 339  2.9  3.9  3.09 13.79  7.89 268 1004.3   5.3   8.2  -1.6 99.0 99.00
2004 12 05 17 356  2.3  3.1  3.22 11.43  8.04 266 1004.4   5.2   8.2  -1.6 99.0 99.00
2004 12 05 18  10  1.6  2.8  3.04 10.81  8.05 268 1004.7   5.2   8.0  -1.9 99.0 99.00
2004 12 05 19  44  0.6  1.8  3.10 12.90  8.14 269 1004.8   5.4   8.0  -1.4 99.0 99.00
2004 12 05 20  70  1.9  3.3  3.25 10.00  8.47 260 1004.5   5.4   8.3   0.2 99.0 99.00
2004 12 05 21  97  1.9  3.3  2.83 10.81  8.75 278 1004.4   5.3   9.9   0.6 99.0 99.00
2004 12 05 22  87  1.7  3.3  2.95 10.00  8.88 265 1003.9   5.5  10.0  -0.3 99.0 99.00
2004 12 05 23 106  3.0  4.3  3.07 11.43  8.93 263 1003.6   5.6  10.0   0.1 99.0 99.00
2004 12 06 00 105  4.1  6.2  2.85 12.90  8.67 269 1003.2   5.8   9.9   0.5 99.0 99.00
2004 12 06 01  97  5.1  6.6  2.59 12.90  8.52 270 1002.9   6.0   9.9   1.4 99.0 99.00
2004 12 06 02  77  6.3  8.0  2.63 12.90  8.66 280 1002.5   5.6   9.7   2.6 99.0 99.00
2004 12 06 03  82  6.3  8.7  2.47 12.90  8.17 284 1002.0   5.6   9.2   3.1 99.0 99.00
2004 12 06 04  85  6.5  8.5  2.40 12.12  8.29 280 1001.6   5.7   8.9   3.0 99.0 99.00
2004 12 06 05 123  7.1  8.5  2.32 12.90  7.81 281 1001.1   6.3   8.5   2.5 99.0 99.00
2004 12 06 06 103  9.6 12.0  2.01 12.12  6.93 284 1000.4   6.0   8.4   2.5 99.0 99.00
2004 12 06 07  78  9.2 11.0  2.18 12.90  6.47 271  999.7   5.6   8.3   2.8 99.0 99.00
2004 12 06 08  84  9.1 12.4  2.07 12.12  6.27 273  998.8   5.8   8.3   2.8 99.0 99.00
2004 12 06 09  80  9.5 12.8  1.91 10.81  6.02 277  998.1   6.1   8.2   2.2 99.0 99.00
2004 12 06 10  75 11.0 14.3  1.96 11.43  6.31 280  997.2   5.8   8.3   1.5 99.0 99.00
2004 12 06 11  76 11.2 14.7  1.58 12.12  5.22 274  996.2   6.0   8.4   1.9 99.0 99.00
2004 12 06 12  80 10.3 13.1  1.59 12.12  5.52 285  995.1   6.3   8.9   2.3 99.0 99.00
2004 12 06 13 112 12.9 16.1  1.88 12.12  5.09 277  994.7   6.5   8.7   4.1 99.0 99.00
2004 12 06 14  87  9.9 13.6  2.01  5.26  4.99 125  995.0   6.0   8.8   3.5 99.0 99.00
2004 12 06 15  79  8.8 10.0  1.74  5.88  5.10 129  995.3   5.5   9.0   2.7 99.0 99.00
2004 12 06 16  82  7.9  9.6  1.42 11.43  5.31 264  995.6   5.7   9.3   2.8 99.0 99.00
2004 12 06 17  79  7.4  9.3  1.73  8.33  5.84 213  996.1   5.6   9.5   2.9 99.0 99.00
2004 12 06 18 133  8.8 10.7  1.44 11.43  5.45 251  996.5   6.1   9.6   4.3 99.0 99.00
2004 12 06 19  69  9.6 12.6  1.46 12.12  5.31 269  996.8   4.9   9.8   3.1 99.0 99.00
2004 12 06 20  71  8.7 10.9  1.47 12.12  5.39 275  996.6   5.8   9.8   3.3 99.0 99.00
2004 12 06 21  76  9.1 10.9  1.49 11.43  5.26 250  996.4   6.3   9.8   3.3 99.0 99.00
2004 12 06 22  88  8.5 10.3  1.50 11.43  5.18 256  996.2   6.2   9.8   3.5 99.0 99.00
2004 12 06 23 100  8.0 10.0  1.59 11.43  5.72 257  995.8   6.8   9.8   4.4 99.0 99.00
2004 12 07 00 116 11.1 13.2  1.66 12.12  5.66 248  995.1   7.0   9.8   4.9 99.0 99.00
2004 12 07 01 122 13.6 16.3  2.10 11.43  5.65 248  994.2   6.6   9.8   4.5 99.0 99.00
2004 12 07 02  76  9.1 11.4  1.96 10.81  5.76 243  994.1   6.2   9.7   4.0 99.0 99.00
2004 12 07 03  82  7.6  9.3  2.14 10.81  6.56 265  993.6   6.4   9.6   3.8 99.0 99.00
2004 12 07 04  67  7.8  9.5  2.06 11.43  6.95 263  993.4   6.5   9.6   4.0 99.0 99.00
2004 12 07 05  75  7.2  8.9  2.29 10.81  7.48 264  993.7   6.0   9.5   3.8 99.0 99.00
2004 12 07 06  69  7.1  9.2  2.44 11.43  7.93 262  993.9   6.0   9.5   3.7 99.0 99.00
2004 12 07 07  73  7.6  9.9  2.61 13.79  9.04 270  994.1   6.0   9.5   3.7 99.0 99.00
2004 12 07 08  70  6.0  7.6  2.51 13.79  9.38 264  994.3   6.0   9.6   3.6 99.0 99.00
2004 12 07 09  72  7.5  9.3  2.44 12.12  8.53 261  994.4   5.8   9.6   3.8 99.0 99.00
2004 12 07 10  75  6.7  7.9  2.47 12.12  8.40 270  994.6   6.0   9.7   3.6 99.0 99.00
2004 12 07 11  72  7.6  9.4  2.55 13.79  9.03 264  994.9   5.7   9.7   3.6 99.0 99.00
2004 12 07 12  77  7.0  8.7  2.27 12.90  8.96 269  995.2   5.8   9.7   3.8 99.0 99.00
2004 12 07 13  86  7.1  9.0  2.26 12.12  8.43 268  995.1   6.1   9.8   4.2 99.0 99.00
2004 12 07 14  77  8.0 10.1  2.11 12.12  7.31 270  995.1   5.8   9.8   3.9 99.0 99.00
2004 12 07 15  71  8.0 10.4  1.97 11.43  7.21 282  995.6   5.8   9.9   3.8 99.0 99.00
2004 12 07 16  90  7.1  9.3  1.98 10.00  7.59 274  996.1   6.0   9.9   4.2 99.0 99.00
2004 12 07 17  98  8.2 11.6  1.89 12.12  8.06 274  996.2   6.5   9.7   4.4 99.0 99.00
2004 12 07 18 107 10.0 12.5  1.77 11.43  6.65 259  996.2   7.1   9.7   4.9 99.0 99.00
2004 12 07 19 111 10.3 12.8  1.94 11.43  6.71 266  995.9   7.1   9.8   5.0 99.0 99.00
2004 12 07 20 111 11.1 13.0  1.71 12.12  6.10 273  995.2   7.3   9.8   5.1 99.0 99.00
2004 12 07 21 114 11.5 13.8  1.56 12.12  5.46 275  994.7   7.4   9.8   5.3 99.0 99.00
2004 12 07 22 119 11.7 14.7  1.70 10.81  5.40 258  993.9   7.4   9.9   5.4 99.0 99.00
2004 12 07 23 115 12.4 14.3  1.70 12.90  5.27 263  993.0   7.3   9.9   5.4 99.0 99.00
2004 12 08 00  87  9.7 12.7  1.84 12.12  5.18 272  991.5   7.4   9.9   5.2 99.0 99.00
2004 12 08 01 117 11.4 13.6  1.76 11.43  5.42 285  989.6   7.9   9.9   5.6 99.0 99.00
2004 12 08 02 122 12.8 15.9  1.85 11.43  5.29 272  988.6   7.5  10.0   6.3 99.0 99.00
2004 12 08 03  90 11.0 13.1  1.80 12.12  5.12 269  987.3   7.7   9.8   6.1 99.0 99.00
2004 12 08 04 109 10.5 12.4  1.72 10.81  5.52 278  985.6   7.9   9.8   6.1 99.0 99.00
2004 12 08 05 121 12.2 14.3  1.61 10.81  5.07 269  984.6   8.0   9.8   6.3 99.0 99.00
2004 12 08 06 104 11.0 13.9  1.74 10.81  5.13 267  982.9   7.6   9.8   6.3 99.0 99.00
2004 12 08 07  86  8.8 10.4  1.52 10.81  4.95 287  981.1   7.4   9.8   6.0 99.0 99.00
2004 12 08 08  98  9.8 12.6  1.48  9.09  5.11 232  978.9   7.8   9.7   6.1 99.0 99.00
2004 12 08 09  86 11.7 14.4  1.62  5.88  5.09 134  976.5   8.0   9.7   6.4 99.0 99.00
2004 12 08 10  89 11.3 14.3  1.96  5.88  5.07 136  974.9   8.3   9.8   6.4 99.0 99.00
2004 12 08 11 213 13.0 15.4  2.25  6.25  5.38 150  976.1  10.6   9.9   8.8 99.0 99.00
2004 12 08 12 205 10.2 12.5  2.15  8.33  5.09 215  978.8  10.5   9.8   8.5 99.0 99.00
2004 12 08 13 229  8.7 10.9  2.27  9.09  5.56 210  980.0  10.0   9.9   8.2 99.0 99.00
2004 12 08 14 210 10.5 12.8  2.07 10.81  5.65 215  980.7  10.4   9.8   8.6 99.0 99.00
2004 12 08 15 219  8.5 11.1  2.03 10.00  5.56 212  981.9  10.1   9.8   7.6 99.0 99.00
2004 12 08 16 213  8.2  9.6  1.95 10.00  5.55 218  983.3   9.5   9.8   6.2 99.0 99.00
2004 12 08 17 224  9.8 11.4  2.22 10.00  5.95 215  985.2   9.1   9.9   6.5 99.0 99.00
2004 12 08 18 241  8.3  9.6  2.17 10.00  5.69 223  987.2   9.3  10.1   6.3 99.0 99.00
2004 12 08 19 242  9.8 12.3  1.96 10.81  5.88 204  988.9   9.8  10.0   3.9 99.0 99.00
2004 12 08 20 245  6.9  8.2  1.84 10.81  5.77 209  990.7   9.8   9.9   5.2 99.0 99.00
2004 12 08 21 242 10.4 12.1  1.87 10.81  6.30 224  992.1   9.3   9.9   5.0 99.0 99.00
2004 12 08 22 224  7.2  8.5  2.16 10.81  6.99 227  993.8   9.3   9.9   5.3 99.0 99.00
2004 12 08 23 216  6.9  8.3  2.55 10.81  7.71 223  994.9   9.5   9.9   5.0 99.0 99.00
2004 12 09 00 201  9.9 13.2  2.99 11.43  8.66 231  996.3   9.8  10.0   6.1 99.0 99.00
2004 12 09 01 197  8.0  9.9  3.54 10.81  8.96 236  997.9  10.0  10.1   6.9 99.0 99.00
2004 12 09 02 205  9.1 11.7  4.36 12.12  9.37 238  999.1   9.1  10.0   5.3 99.0 99.00
2004 12 09 03 236  7.9 10.9  5.35 12.90  9.64 244 1000.6  10.1  10.0   5.1 99.0 99.00
2004 12 09 04 198  8.5 11.0  6.24 12.90  9.91 238 1002.2   9.5  10.0   6.1 99.0 99.00
2004 12 09 05 199  6.6  8.4  7.01 13.79 10.27 244 1003.7   9.3  10.0   5.7 99.0 99.00
2004 12 09 06 206  5.2  7.7  6.75 12.90  9.75 243 1005.3   8.5  10.0   4.8 99.0 99.00
2004 12 09 07 218  7.3  9.3  6.81 17.39 10.38 258 1006.3  10.1  10.0   7.3 99.0 99.00
2004 12 09 08 212  7.5  9.7  6.94 16.00 10.49 259 1007.7   9.2   9.7   4.2 99.0 99.00
2004 12 09 09 200  7.5  9.5  6.21 16.00 10.90 259 1008.8   9.5   9.7   6.1 99.0 99.00
2004 12 09 10 180  6.9  8.2  5.67 17.39 10.72 259 1009.9   9.3   9.8   6.4 99.0 99.00
2004 12 09 11 195  6.9  8.7  5.28 17.39 10.80 254 1010.9   9.1   9.9   6.7 99.0 99.00
2004 12 09 12 186  6.9  8.4  5.40 13.79 10.94 247 1011.7   8.9   9.9   6.8 99.0 99.00
2004 12 09 13 183  7.5  8.6  5.34 14.81 11.64 249 1012.8   9.0   9.9   5.3 99.0 99.00
2004 12 09 14 175  5.9  7.4  5.22 13.79 11.54 254 1013.3   9.3   9.9   5.4 99.0 99.00
2004 12 09 15 139  4.0  5.8  4.92 14.81 10.95 254 1013.6   9.5   9.9   5.4 99.0 99.00
2004 12 09 16 115  6.3  8.5  4.73 14.81 10.82 249 1014.1   9.2  10.0   5.9 99.0 99.00
2004 12 09 17 107  6.1  8.6  4.89 12.90 10.33 254 1015.4   8.6  10.0   6.5 99.0 99.00
2004 12 09 18 109  7.2 10.3  5.05 16.00 10.65 259 1016.1   8.7  10.0   6.0 99.0 99.00
2004 12 09 19 116  7.7 10.8  4.39 12.90  9.94 256 1016.8   8.6   9.9   6.5 99.0 99.00
2004 12 09 20 114  7.7 10.6  4.81 16.00 10.46 256 1016.6   8.6  10.0   6.9 99.0 99.00
2004 12 09 21 119  7.9 10.0  4.41 11.43  9.82 257 1016.9   8.3   9.9   6.2 99.0 99.00
