#YY  MM DD hh WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2004 08 26 06 244  2.4  3.1  2.60 11.43  7.66 267 1008.6  13.9  13.5  13.4 99.0 99.00
2004 08 26 07 242  2.5  3.5  2.74 10.00  7.76 267 1009.4  13.9  13.5  13.4 99.0 99.00
2004 08 26 08 200  2.0  2.6  2.44 10.81  8.02 266 1010.0  13.9  13.2  13.5 99.0 99.00
2004 08 26 09 196  1.9  2.9  2.49 10.81  8.13 265 1010.5  14.4  13.2  13.9 99.0 99.00
2004 08 26 10 327  0.7  1.8  2.34 10.00  8.20 270 1011.2  14.4  11.7  14.0 99.0 99.00
2004 08 26 11  76  1.9  3.5  2.77 11.43  8.60 272 1011.8  13.3  11.6  12.9 99.0 99.00
2004 08 26 12 175  2.2  2.9  2.73 10.00  8.57 263 1012.4  13.6  12.3  13.2 99.0 99.00
2004 08 26 13 190  1.3  2.1  3.02 11.43  8.58 267 1013.3  12.7  12.1  12.2 99.0 99.00
2004 08 26 15  66  0.5  2.7  3.11 10.00  8.02 274 1015.0  12.7  12.4  12.3 99.0 99.00
2004 08 26 16 289  0.6  1.6  3.13 10.00  7.92 270 1015.8  12.9  12.4  12.6 99.0 99.00
2004 08 26 17 213  0.9  1.8  3.02 10.81  7.46 264 1016.4  13.1  12.6  13.1 99.0 99.00
2004 08 26 18 216  1.9  2.8  2.81 10.00  7.38 264 1017.3  12.5  12.8  12.4 99.0 99.00
2004 08 26 19 291  0.9  1.8  2.77 10.81  7.18 266 1017.9  12.4  13.0  12.4 99.0 99.00
2004 08 26 20 272  3.8  5.0  2.80 10.00  7.70 259 1018.6  12.5  13.3  12.4 99.0 99.00
2004 08 26 21 282  0.8  1.8  2.49 10.81  7.64 264 1019.2  13.1  13.1  12.9 99.0 99.00
2004 08 26 22 304  0.7  1.6  2.24 10.81  7.84 248 1019.6  13.0  12.9  12.8 99.0 99.00
2004 08 26 23 232  2.9  3.8  2.26 10.81  8.05 257 1020.1  13.1  12.9  12.9 99.0 99.00
2004 08 27 00 255  1.8  2.6  2.83 10.00  8.46 255 1020.3  13.2  12.4  12.9 99.0 99.00
2004 08 27 01 264  2.5  3.4  2.20 10.81  8.17 263 1020.4  13.6  13.7  13.3 99.0 99.00
2004 08 27 02 290  1.4  2.2  2.30 10.00  8.38 263 1020.6  13.6  13.5  13.2 99.0 99.00
2004 08 27 03 217  2.3  2.8  2.44 10.00  8.54 270 1020.9  13.8  13.6  13.4 99.0 99.00
2004 08 27 04 244  2.5  3.5  2.50 11.43  8.27 271 1021.3  14.4  13.4  13.8 99.0 99.00
2004 08 27 05 225  1.9  2.7  2.07 11.43  8.06 270 1021.6  14.1  13.5  13.6 99.0 99.00
2004 08 27 06 220  3.2  4.1  2.21 10.00  8.19 278 1022.0  14.2  13.6  13.7 99.0 99.00
2004 08 27 07 221  3.1  4.1  1.85 10.81  7.92 273 1022.3  14.5  13.6  14.0 99.0 99.00
2004 08 27 08 235  3.2  4.1  1.91  9.09  7.50 273 1022.6  14.6  13.5  14.0 99.0 99.00
2004 08 27 09 246  2.5  3.4  2.07 11.43  7.67 275 1022.8  14.4  13.2  13.9 99.0 99.00
2004 08 27 10 257  0.7  1.7  2.12 10.00  7.94 273 1023.0  14.1  12.7  13.6 99.0 99.00
2004 08 27 11  64  0.1  0.9  2.13  9.09  8.14 272 1023.2  14.0  12.5  13.6 99.0 99.00
2004 08 27 12  96  1.5  2.6  1.96 10.81  8.41 269 1023.3  13.3  12.4  12.9 99.0 99.00
2004 08 27 13 122  1.7  2.5  2.16 12.12  8.21 272 1023.2  13.5  12.8  13.1 99.0 99.00
2004 08 27 14 159  0.8  1.7  2.34 11.43  8.43 270 1023.5  13.1  12.6  12.7 99.0 99.00
2004 08 27 15 161  0.4  2.2  2.65 11.43  8.61 272 1023.4  13.3  12.7  12.9 99.0 99.00
2004 08 27 16 227  0.7  1.8  2.53 12.12  8.14 271 1023.7  12.9  12.4  12.5 99.0 99.00
2004 08 27 17 122  0.6  1.4  2.51 10.81  7.95 274 1023.6  13.2  12.4  12.9 99.0 99.00
2004 08 27 18 210  0.6  1.2  2.56 11.43  8.03 272 1023.7  12.9  12.1  12.7 99.0 99.00
2004 08 27 19 242  3.1  3.9  2.48 10.00  7.75 274 1024.1  13.1  12.2  12.8 99.0 99.00
2004 08 27 20 230  2.2  2.9  2.24 12.12  7.54 273 1024.2  13.2  12.3  12.9 99.0 99.00
2004 08 27 21 187  1.5  2.4  2.03 12.12  7.65 273 1024.2  13.5  12.5  13.3 99.0 99.00
2004 08 27 22 220  0.4  1.0  2.07 11.43  7.66 271 1024.3  14.2  12.7  14.1 99.0 99.00
2004 08 27 23 230  0.9  1.7  2.01 11.43  7.86 265 1024.3  14.4  12.9  14.3 99.0 99.00
2004 08 28 00 238  0.7  1.5  2.09 10.00  7.96 274 1024.2  14.1  13.0  13.9 99.0 99.00
2004 08 28 01 189  2.4  2.9  2.24 10.81  8.42 267 1023.9  14.7  12.6  14.3 99.0 99.00
2004 08 28 02  97  0.2  0.7  1.97 10.00  8.41 270 1023.6  15.0  12.7  14.6 99.0 99.00
2004 08 28 03 204  1.5  1.9  1.86 12.12  8.16 265 1023.4  14.9  13.9  14.5 99.0 99.00
2004 08 28 04 203  2.7  4.2  1.86 11.43  8.27 270 1023.3  15.2  14.1  14.7 99.0 99.00
2004 08 28 05 198  2.1  2.6  1.79 11.43  7.98 276 1023.4  14.5  13.5  14.1 99.0 99.00
2004 08 28 06 194  2.5  3.1  1.74 10.81  8.00 284 1022.9  14.1  14.8  13.7 99.0 99.00
2004 08 28 07 189  3.5  4.1  1.87 12.12  8.04 288 1022.7  14.8  14.8  14.4 99.0 99.00
2004 08 28 08 194  3.8  4.6  1.94 10.81  8.01 289 1022.4  14.8  14.1  14.4 99.0 99.00
2004 08 28 09 202  3.6  4.4  1.80 10.81  7.57 287 1022.3  14.7  13.6  14.3 99.0 99.00
2004 08 28 10 205  3.6  4.7  1.78 10.81  7.71 286 1021.9  15.0  14.2  14.6 99.0 99.00
2004 08 28 11 218  2.9  3.6  1.73 10.81  7.88 274 1021.6  14.2  12.4  14.2 99.0 99.00
2004 08 28 12 208  2.3  2.8  1.54 11.43  7.35 275 1021.3  14.3  12.6 999.0 99.0 99.00
2004 08 28 13 209  2.5  3.0  1.74 10.81  7.90 277 1021.1  14.0  12.4  13.6 99.0 99.00
2004 08 28 14 195  2.5  3.2  1.76 10.00  7.94 279 1021.1  13.6  12.4 999.0 99.0 99.00
2004 08 28 15 201  3.5  4.2  2.05  9.09  8.06 273 1021.1  13.7  12.5  13.3 99.0 99.00
2004 08 28 16 203  3.5  4.1  1.93 10.81  7.78 270 1020.8  14.0  12.4  13.6 99.0 99.00
2004 08 28 17 218  3.3  4.1  2.09 11.43  7.48 275 1020.8  13.4  12.2  13.1 99.0 99.00
2004 08 28 18 223  3.5  4.0  1.90 10.81  7.09 269 1021.0  13.3  12.1  13.0 99.0 99.00
2004 08 28 19 245  2.2  3.3  1.87 11.43  6.93 273 1021.0  13.1  12.2  12.8 99.0 99.00
2004 08 28 20 255  1.9  2.5  1.80  9.09  7.03 275 1021.1  13.8  12.2  13.5 99.0 99.00
2004 08 28 21 263  1.8  2.6  1.88 10.00  7.19 279 1021.1  14.5  11.9  14.2 99.0 99.00
2004 08 28 22 223  4.1  4.9  1.74 10.00  7.10 284 1021.0  14.4  12.1  14.2 99.0 99.00
2004 08 28 23 218  4.5  5.4  1.71 10.81  7.07 284 1020.7  14.7  12.9  14.4 99.0 99.00
2004 08 29 00 210  4.4  5.0  1.69  9.09  7.31 278 1020.4  14.4  12.8  14.2 99.0 99.00
2004 08 29 01 214  4.1  4.9  1.89 10.81  7.85 271 1020.3  14.5  12.2  14.3 99.0 99.00
2004 08 29 02 222  3.8  4.6  1.77  9.09  7.79 274 1020.1  14.4  11.9  14.0 99.0 99.00
2004 08 29 03 234  3.2  3.6  1.64 10.00  7.77 278 1019.9  14.1  11.5  13.7 99.0 99.00
2004 08 29 04 231  3.5  4.0  1.31 10.00  7.04 280 1019.9  14.3  11.2  13.9 99.0 99.00
2004 08 29 05 232  3.3  3.8  1.45  9.09  6.85 286 1020.0  13.9  12.1  13.5 99.0 99.00
2004 08 29 06 216  3.4  3.7  1.43  8.33  6.98 276 1019.6  14.4  11.8  14.0 99.0 99.00
2004 08 29 07  13  0.8  1.2  1.44  9.09  7.01 273 1019.7  14.1  11.9  13.6 99.0 99.00
2004 08 29 08 337  0.5  1.2  1.28 10.00  6.86 280 1019.7  14.3  11.9  13.9 99.0 99.00
2004 08 29 09 105  0.1  0.6  1.37  7.69  6.67 279 1019.5  14.5  11.7  14.1 99.0 99.00
2004 08 29 10 204  2.5  3.0  1.35 10.00  6.78 279 1018.9  14.8  11.7  14.4 99.0 99.00
2004 08 29 11 198  1.2  1.6  1.45  9.09  6.88 271 1018.9  14.6  12.0  14.1 99.0 99.00
2004 08 29 12 180  0.1  0.4  1.30  9.09  7.01 271 1018.7  14.3  12.7  13.9 99.0 99.00
2004 08 29 13 156  1.3  1.7  1.41  8.33  7.29 269 1018.6  14.0  12.7  13.5 99.0 99.00
2004 08 29 14 101  1.4  2.1  1.34 10.00  7.45 270 1018.7  14.3  12.8  14.0 99.0 99.00
2004 08 29 15 121  2.9  3.6  1.51  8.33  7.47 283 1018.8  13.0  12.7  12.6 99.0 99.00
2004 08 29 16 136  3.0  4.1  1.52 10.00  7.22 278 1018.6  12.9  12.2  12.5 99.0 99.00
2004 08 29 17 156  2.1  2.8  1.49  7.69  6.79 283 1018.4  14.1  12.1  13.8 99.0 99.00
2004 08 29 18 189  2.2  2.6  1.66  9.09  6.37 284 1018.4  13.5  12.1  13.2 99.0 99.00
2004 08 29 19 220  4.3  5.0  1.58  7.14  6.19 276 1018.4  13.3  10.7  12.9 99.0 99.00
2004 08 29 20 232  5.2  5.8  1.62  7.14  6.17 276 1018.4  13.3  10.9  13.0 99.0 99.00
2004 08 29 21 219  2.6  3.1  1.47  8.33  6.31 280 1018.3  13.2  11.5  13.0 99.0 99.00
2004 08 29 22 199  1.5  2.0  1.43  9.09  6.54 286 1018.0  13.8  11.9  13.6 99.0 99.00
2004 08 29 23 269  1.2  1.7  1.52  8.33  6.78 290 1017.4  14.4  12.6  14.2 99.0 99.00
2004 08 30 00 275  0.6  1.4  1.59  9.09  6.85 276 1017.2  15.5  13.5  15.2 99.0 99.00
2004 08 30 01 285  0.8  1.5  1.80  9.09  7.02 279 1017.1  14.8  13.0  14.5 99.0 99.00
2004 08 30 02 211  1.0  1.9  2.05 10.00  7.28 288 1016.7  15.1  13.2  14.7 99.0 99.00
2004 08 30 03 210  2.0  3.0  2.07 10.00  7.71 277 1016.6  14.7  12.6  14.2 99.0 99.00
2004 08 30 04 323  0.4  1.0  2.00  9.09  7.52 281 1016.9  14.6  12.3  14.1 99.0 99.00
2004 08 30 05  89  1.1  1.9  2.15 10.00  7.72 278 1016.5  14.5  11.0  14.1 99.0 99.00
2004 08 30 06 105  0.1  0.8  1.76  9.09  7.01 277 1016.5  13.9  11.2  13.4 99.0 99.00
2004 08 30 07 109  0.8  1.4  1.79  9.09  7.04 268 1016.3  13.6  11.3  13.1 99.0 99.00
2004 08 30 08  64  1.6  2.2  1.54 10.00  7.10 279 1016.3  14.3  11.4  13.9 99.0 99.00
2004 08 30 09 127  0.9  1.8  1.49 10.00  6.88 278 1016.1  12.8  11.6  12.4 99.0 99.00
2004 08 30 10  72  1.5  2.2  1.41  9.09  6.70 273 1016.1  13.2  11.1  12.7 99.0 99.00
2004 08 30 11  92  1.3  1.9  1.53  9.09  6.85 261 1016.1  13.2  11.4  12.8 99.0 99.00
2004 08 30 12 137  1.9  2.4  1.52  9.09  7.09 263 1016.0  13.5  12.3  13.0 99.0 99.00
2004 08 30 13 143  2.0  2.6  1.57  9.09  7.11 276 1015.9  13.3  12.5  12.9 99.0 99.00
2004 08 30 14 131  2.2  3.3  1.57  7.14  7.11 286 1016.3  14.4  12.7  13.9 99.0 99.00
2004 08 30 15 102  2.7  3.4  1.49  9.09  7.26 279 1016.5  14.1  13.1  13.6 99.0 99.00
2004 08 30 16 102  2.7  3.6  1.42  8.33  6.88 291 1016.6  13.9  12.5  13.5 99.0 99.00
2004 08 30 17  89  2.2  3.0  1.71  9.09  7.27 288 1016.7  13.9  13.0  13.7 99.0 99.00
2004 08 30 18  60  2.3  3.6  1.79  8.33  6.82 285 1016.9  14.1  12.9  14.0 99.0 99.00
2004 08 30 19 163  1.0  1.4  1.63  8.33  6.54 279 1017.0  13.8  13.4  13.6 99.0 99.00
2004 08 30 20 157  0.4  0.7  1.74  8.33  6.40 278 1017.1  14.4  13.3  14.2 99.0 99.00
2004 08 30 21 307  1.7  2.2  1.53  8.33  6.09 276 1016.8  15.6  13.1  15.5 99.0 99.00
2004 08 30 22 203  1.1  1.9  1.47  7.69  6.08 269 1016.6  15.6  13.4  14.9 99.0 99.00
2004 08 30 23 286  1.2  1.7  1.24  8.33  6.25 263 1016.2  15.5  12.7  15.0 99.0 99.00
2004 08 31 00 299  2.1  2.6  1.18  7.69  6.36 261 1015.7  15.3  14.1  15.0 99.0 99.00
2004 08 31 01 304  2.7  3.1  1.22  9.09  6.59 261 1015.7  15.2  14.2  14.8 99.0 99.00
2004 08 31 02 286  2.0  2.5  1.25  9.09  6.43 265 1015.5  15.0  14.0  14.6 99.0 99.00
2004 08 31 03 269  1.2  1.8  1.19  9.09  6.85 276 1015.6  14.2  12.1  13.8 99.0 99.00
2004 08 31 04 330  1.4  1.8  1.07  9.09  6.77 279 1015.7  14.4  12.9  14.0 99.0 99.00
2004 08 31 05 201  0.6  1.7  1.09  9.09  7.04 282 1015.9  13.8  12.1  13.4 99.0 99.00
2004 08 31 06 272  0.4  0.8  0.95  8.33  6.77 296 1016.1  13.7  11.8  13.2 99.0 99.00
2004 08 31 07  99  0.6  0.9  1.00  7.69  6.35 285 1016.0  14.1  11.6  13.7 99.0 99.00
2004 08 31 08 115  1.1  1.5  0.99  7.69  5.85 284 1015.9  13.4  11.4  13.0 99.0 99.00
2004 08 31 09 233  1.3  1.8  1.17  8.33  5.81 267 1016.2  13.6  11.1  13.2 99.0 99.00
2004 08 31 10 133  0.2  0.6  1.25  8.33  6.01 263 1016.0  14.6  13.5 999.0 99.0 99.00
2004 08 31 11 150  1.0  1.5  1.31  7.69  6.19 273 1016.2  14.3  13.2  13.9 99.0 99.00
2004 08 31 12  78  1.4  2.1  1.31  7.69  6.28 272 1016.1  13.7  13.3  13.3 99.0 99.00
2004 08 31 13 129  1.3  1.8  1.09  7.69  6.07 286 1016.1  13.8  13.2  13.4 99.0 99.00
2004 08 31 14 143  2.3  2.9  1.09  8.33  6.69 281 1016.4  14.4  12.6  14.0 99.0 99.00
2004 08 31 15 168  2.0  2.3  1.02  8.33  6.65 277 1016.7  14.3  12.5  13.9 99.0 99.00
2004 08 31 16 161  1.8  2.3  1.06  8.33  6.76 284 1016.6  14.1  12.7  13.8 99.0 99.00
2004 08 31 17  75  0.9  1.3  0.87  7.69  6.85 278 1016.8  14.2  12.5  14.0 99.0 99.00
2004 08 31 18  96  0.6  1.3  1.06  8.33  6.70 270 1017.0  15.4  12.7  15.2 99.0 99.00
2004 08 31 19  60  0.3  1.0  1.00  5.88  5.91 254 1017.0  16.4  13.5  15.1 99.0 99.00
2004 08 31 20 180  0.1  0.4  1.04  7.69  5.83 258 1016.8  16.8  13.4  15.0 99.0 99.00
2004 08 31 21 280  1.2  1.8  0.92  7.14  5.56 259 1016.9  16.7  13.4  15.2 99.0 99.00
2004 08 31 22 254  0.4  0.6  1.00  7.14  5.42 262 1016.8  16.8  13.7  15.7 99.0 99.00
2004 08 31 23 245  0.6  1.6  1.00  7.14  5.49 264 1016.5  16.7  13.3  15.8 99.0 99.00
2004 09 01 00 308  0.8  1.1  0.93  7.14  5.52 271 1016.1  15.9  13.6  15.9 99.0 99.00
2004 09 01 01 271  3.0  3.8  0.89  6.67  5.87 249 1016.1  14.3  12.7  14.0 99.0 99.00
2004 09 01 02 239  0.7  1.1  0.92  7.14  6.18 270 1015.5  13.6  13.5  13.2 99.0 99.00
2004 09 01 03 271  2.9  3.5  0.91  7.69  6.77 277 1015.8  13.4  12.8  12.9 99.0 99.00
2004 09 01 04 309  1.5  2.0  0.87  7.69  7.13 273 1016.2  13.2  12.7  12.7 99.0 99.00
2004 09 01 05 296  2.6  4.3  0.89  7.14  7.03 270 1016.1  13.1  12.9  12.6 99.0 99.00
2004 09 01 06 290  3.2  4.0  0.88  7.69  6.80 272 1015.8  13.2  12.9  12.7 99.0 99.00
2004 09 01 07 284  4.4  5.2  0.92  7.69  6.66 284 1015.4  13.2  12.1  12.8 99.0 99.00
2004 09 01 08 343  2.2  3.1  0.81 12.90  6.08 275 1015.2  13.5  12.3  13.0 99.0 99.00
2004 09 01 09 163  1.0  1.4  0.75 12.90  5.70 264 1015.3  13.3  12.4  12.8 99.0 99.00
2004 09 01 10 124  2.8  3.9  0.73 13.79  5.84 246 1014.4  12.8  12.3  12.4 99.0 99.00
2004 09 01 11 127  1.5  2.2  0.72 13.79  5.74 261 1015.2  13.3  12.2  12.7 99.0 99.00
2004 09 01 12 206  4.8  5.8  0.73  6.67  5.61 255 1014.7  13.3  12.2  12.7 99.0 99.00
2004 09 01 13 301  0.6  1.0  0.78  7.14  5.53 271 1014.8  12.9  12.2  12.4 99.0 99.00
2004 09 01 14 229  3.1  3.8  0.68  7.69  5.88 285 1014.9  12.9  12.2  12.8 99.0 99.00
2004 09 01 15  14  2.0  2.6  0.71 12.90  5.35 271 1015.4  12.7  11.7  12.1 99.0 99.00
2004 09 01 16 338  1.7  2.5  0.68  6.67  5.90 281 1016.2  13.1  12.1  11.3 99.0 99.00
2004 09 01 17 176  2.4  2.8  0.69 13.79  6.51 266 1016.4  12.5  12.0  11.5 99.0 99.00
2004 09 01 18 190  2.0  2.6  0.70  7.14  6.61 288 1016.9  12.5  12.0  11.2 99.0 99.00
2004 09 01 19 258  3.1  4.2  0.79  7.14  6.22 294 1017.0  13.2  12.1  11.6 99.0 99.00
2004 09 01 20 248  1.7  2.1  0.87  6.67  5.75 283 1017.1  12.7  11.9  11.9 99.0 99.00
2004 09 01 21 245  2.8  3.1  0.92 13.79  5.37 245 1017.2  13.1  12.0  11.9 99.0 99.00
2004 09 01 22 246  3.7  4.2  0.85 13.79  5.22 258 1017.4  13.3  12.4  12.0 99.0 99.00
2004 09 01 23 231  3.6  4.0  0.91 13.79  5.20 255 1017.4  13.3  12.3  11.9 99.0 99.00
2004 09 02 00 241  4.7  5.2  0.97 13.79  5.23 264 1017.6  13.7  12.6  12.5 99.0 99.00
2004 09 02 01 228  3.4  3.8  0.96 12.90  5.51 267 1017.7  13.8  12.4  12.6 99.0 99.00
2004 09 02 02 224  2.5  3.0  1.11  5.26  5.50 268 1017.8  14.1  12.4  13.0 99.0 99.00
2004 09 02 03 233  2.6  3.1  1.12  5.26  5.45 270 1017.6  13.8  12.0  12.5 99.0 99.00
2004 09 02 04 236  4.6  5.3  1.06  8.33  5.70 291 1017.9  14.1  12.2  12.6 99.0 99.00
2004 09 02 05 258  2.6  3.5  1.04  8.33  6.04 284 1017.8  13.6  12.3  12.7 99.0 99.00
2004 09 02 06 293  1.2  1.7  1.01  8.33  6.20 281 1018.0  13.1  12.1  12.6 99.0 99.00
2004 09 02 07 262  1.8  2.2  1.09  6.25  6.02 259 1018.0  13.0  11.9  12.5 99.0 99.00
2004 09 02 08 296  1.5  2.0  1.11  6.25  6.12 243 1017.9  12.8  11.7  12.3 99.0 99.00
2004 09 02 09 307  1.1  1.5  1.29  6.67  5.80 260 1017.7  12.5  11.8  12.4 99.0 99.00
2004 09 02 10  59  1.2  2.4  1.33  7.14  5.59 273 1017.7  12.4  12.0  11.9 99.0 99.00
2004 09 02 11  90  2.8  3.5  1.50  7.14  5.70 267 1017.8  11.7  12.2  11.2 99.0 99.00
2004 09 02 12  84  1.8  2.5  1.59  7.69  5.90 270 1018.1  11.7  12.1  11.2 99.0 99.00
2004 09 02 13  86  1.2  2.1  1.71  7.14  5.91 268 1018.4  11.8  12.1  11.3 99.0 99.00
2004 09 02 14  89  2.2  2.9  1.69  7.69  6.20 256 1018.6  11.6  12.1  10.8 99.0 99.00
2004 09 02 15  50  1.2  1.8  1.69  7.69  6.26 273 1019.1  11.7  12.0  11.0 99.0 99.00
2004 09 02 16  27  0.3  0.6  1.72  7.69  6.63 272 1019.4  11.9  14.8  10.8 99.0 99.00
2004 09 02 17 180  0.1  0.4  1.63  7.69  6.70 273 1019.7  12.4  14.3  11.1 99.0 99.00
2004 09 02 18 286  1.7  2.6  1.80  9.09  6.91 268 1019.7  13.0  14.6  11.2 99.0 99.00
2004 09 02 19 254  3.0  4.1  2.09  9.09  7.17 268 1019.6  13.6  14.1  11.8 99.0 99.00
2004 09 02 20 253  4.6  5.4  2.17  9.09  7.30 274 1019.4  14.0  14.1  12.1 99.0 99.00
2004 09 02 21 261  3.8  5.1  2.02  8.33  6.80 279 1019.5  14.1  14.0  12.3 99.0 99.00
2004 09 02 22 261  3.1  4.5  2.09  9.09  6.71 281 1019.1  14.3  13.7  13.1 99.0 99.00
2004 09 02 23 248  2.8  3.5  2.10  8.33  6.33 285 1019.1  14.5  13.8  13.7 99.0 99.00
2004 09 03 00 253  4.2  5.1  2.12  7.69  6.49 285 1019.0  14.7  13.4  13.4 99.0 99.00
2004 09 03 01 242  3.1  4.0  1.97  7.69  6.50 298 1019.1  14.8  13.8  13.3 99.0 99.00
2004 09 03 02 262  2.1  3.0  2.13  8.33  6.56 285 1019.0  14.6  13.1  12.8 99.0 99.00
2004 09 03 03 249  1.9  2.3  1.92  8.33  6.40 291 1019.0  14.2  13.1  12.6 99.0 99.00
2004 09 03 04 211  1.3  1.9  1.95  8.33  6.46 281 1019.5  14.2  13.0  13.0 99.0 99.00
2004 09 03 05 158  1.5  2.5  1.86  8.33  6.84 284 1019.7  14.2  12.8  12.9 99.0 99.00
2004 09 03 06  92  2.6  4.3  1.92  8.33  6.83 280 1019.8  13.4  12.9  12.7 99.0 99.00
2004 09 03 07  87  2.4  3.5  2.14  8.33  7.14 276 1019.7  12.2  12.2  11.7 99.0 99.00
2004 09 03 08  65  1.7  3.2  2.15  8.33  6.94 279 1019.4  12.3  12.4  11.7 99.0 99.00
2004 09 03 09  78  1.5  2.7  2.12  7.69  6.98 282 1019.4  12.1  12.1  11.6 99.0 99.00
2004 09 03 10 144  1.5  2.8  1.92  7.69  6.62 276 1019.9  11.8  12.3  11.2 99.0 99.00
2004 09 03 11 106  2.7  3.6  1.70  7.69  6.30 291 1019.4  11.8  12.2  11.3 99.0 99.00
2004 09 03 12  81  2.2  3.2  1.81  7.69  6.32 280 1019.5  11.8  12.0  11.2 99.0 99.00
2004 09 03 13  66  0.6  1.2  1.75  7.69  6.18 274 1019.7  11.7  11.9  11.2 99.0 99.00
2004 09 03 14  83  2.4  3.5  1.51  7.14  6.06 285 1020.1  11.7  11.9  11.2 99.0 99.00
2004 09 03 15  83  1.8  2.4  1.66  7.69  6.24 276 1020.3  11.7  11.7  11.2 99.0 99.00
2004 09 03 16  93  3.4  4.1  1.60  7.69  6.36 288 1020.4  11.7  11.7  11.2 99.0 99.00
2004 09 03 17  93  2.4  3.3  1.63  7.69  6.51 280 1020.8  11.8  11.7  11.4 99.0 99.00
2004 09 03 18 145  1.1  2.1  1.44  7.14  6.61 288 1020.6  13.5  14.4  12.7 99.0 99.00
2004 09 03 19 146  0.7  1.3  1.44  7.14  6.45 295 1020.6  14.7  15.4  13.1 99.0 99.00
2004 09 03 20 207  1.9  2.9  1.22  7.14  6.30 295 1020.0  15.4  15.5  13.4 99.0 99.00
2004 09 03 21 243  2.7  3.8  1.13  7.14  5.96 279 1019.9  14.2  14.8  13.8 99.0 99.00
2004 09 03 22 208  3.9  5.0  1.15  6.67  5.48 284 1019.2  13.0  14.6  12.7 99.0 99.00
2004 09 03 23 254  3.1  3.7  1.14  6.67  5.68 283 1019.3  14.1  14.5  13.5 99.0 99.00
2004 09 04 00 244  3.0  4.0  1.15  6.25  5.70 292 1019.2  14.4  14.5  13.0 99.0 99.00
2004 09 04 01 259  3.5  4.3  1.11  6.25  5.67 288 1019.5  14.0  14.0  13.1 99.0 99.00
2004 09 04 02 337  0.5  0.9  1.04  5.88  5.63 283 1019.4  13.6  13.1  12.9 99.0 99.00
2004 09 04 03 144  0.6  1.7  1.10  5.56  5.67 279 1019.3  13.5  13.3  12.5 99.0 99.00
2004 09 04 04  78  1.2  1.8  1.12  6.67  5.75 284 1019.4  13.4  12.4  12.4 99.0 99.00
2004 09 04 05  73  1.6  2.0  1.16  7.14  6.14 281 1019.6  13.3  11.9  12.2 99.0 99.00
2004 09 04 06  87  1.6  2.2  1.16  6.67  6.58 288 1019.7  12.6  11.6  12.0 99.0 99.00
2004 09 04 07  98  1.8  2.8  1.26  7.69  6.92 277 1020.0  12.3  11.7  11.9 99.0 99.00
2004 09 04 08  58  1.4  2.0  1.54  9.09  7.26 279 1020.1  12.5  11.6  11.9 99.0 99.00
2004 09 04 09  75  1.9  3.1  1.70  8.33  7.03 283 1019.8  12.3  11.8  11.8 99.0 99.00
2004 09 04 10 187  0.6  1.2  1.81  9.09  6.96 285 1019.9  12.2  12.0  11.7 99.0 99.00
2004 09 04 11 152  0.4  1.2  1.93  9.09  6.83 289 1019.6  12.3  12.1  11.8 99.0 99.00
2004 09 04 12 225  0.8  1.5  2.02  9.09  6.52 292 1019.6  12.3  12.1  11.8 99.0 99.00
2004 09 04 13 275  0.6  1.3  1.79  8.33  6.34 283 1019.2  13.1  12.2  12.7 99.0 99.00
2004 09 04 14 351  1.2  1.6  1.80  7.14  6.56 283 1019.1  12.5  12.1  12.1 99.0 99.00
2004 09 04 15 257  1.4  2.0  1.76 10.00  6.71 286 1019.5  12.2  12.0  11.7 99.0 99.00
2004 09 04 16 242  2.1  2.6  1.65 10.00  6.36 284 1019.3  12.4  11.8  12.0 99.0 99.00
2004 09 04 17 257  3.4  4.2  1.67  9.09  6.89 290 1019.6  13.0  11.9  12.6 99.0 99.00
2004 09 04 18 282  1.9  2.4  1.81 10.00  7.07 292 1019.8  13.1  12.0  12.8 99.0 99.00
2004 09 04 19 232  1.9  2.3  1.62 10.00  7.01 301 1019.8  13.0  12.3  12.9 99.0 99.00
2004 09 04 20 228  3.0  3.4  1.67 10.00  6.99 297 1020.0  13.6  12.1  12.7 99.0 99.00
2004 09 04 21 253  3.8  4.5  1.62 10.00  6.93 292 1019.9  13.6  12.4  12.9 99.0 99.00
2004 09 04 22 245  3.4  4.4  1.80  9.09  7.03 287 1020.0  13.8  12.3  13.2 99.0 99.00
2004 09 04 23 237  2.7  3.2  1.96  9.09  7.12 288 1019.8  13.7  12.6  13.1 99.0 99.00
2004 09 05 00 234  2.0  2.7  1.89  9.09  7.03 293 1019.2  13.7  12.6  13.4 99.0 99.00
2004 09 05 01 237  2.3  3.6  1.93 10.00  6.89 290 1019.6  13.5  12.6  13.2 99.0 99.00
2004 09 05 02 255  1.4  2.8  2.09  9.09  7.31 287 1019.6  13.9  12.4  13.5 99.0 99.00
2004 09 05 03 265  0.8  1.4  1.96  8.33  7.06 290 1019.7  13.5  12.3  13.1 99.0 99.00
2004 09 05 04 254  1.6  2.4  1.97 10.00  7.11 289 1020.2  13.8  12.3  13.3 99.0 99.00
2004 09 05 05 246  1.7  2.3  1.79  7.69  7.06 283 1020.6  13.1  12.2  12.7 99.0 99.00
