#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 05 30 18 20 270  4.4  5.3  2.76 10.81  7.64 260 1010.8  11.2  10.6 999.0 99.0 99.00
2020 05 30 18 50 284  4.7  6.0  2.53 10.81  7.52 273 1010.3  11.2  10.6 999.0 99.0 99.00
2020 05 30 19 20 278  5.2  6.5  2.63 10.00  7.50 272 1009.9  11.2  10.6 999.0 99.0 99.00
2020 05 30 19 50 280  5.4  7.5  2.52 10.81  7.59 273 1009.9  11.2  10.6 999.0 99.0 99.00
2020 05 30 20 20 286  6.3  8.0  2.56 10.81  7.26 262 1010.0  11.1  10.6 999.0 99.0 99.00
2020 05 30 20 50 291  5.6  7.4  2.63 10.81  7.36 275 1010.2  11.2  10.6 999.0 99.0 99.00
2020 05 30 21 20 282  5.3  6.5  2.48 10.81  7.29 270 1010.9  11.3  10.7 999.0 99.0 99.00
2020 05 30 21 50 281  5.7  7.2  2.67 10.00  7.28 270 1010.8  11.3  10.7 999.0 99.0 99.00
2020 05 30 22 20 289  5.0  6.8  2.47 10.00  7.24 269 1010.5  11.3  10.6 999.0 99.0 99.00
2020 05 30 22 50 275  5.5  6.6  2.63 10.00  7.14 267 1010.6  11.3  10.6 999.0 99.0 99.00
2020 05 30 23 20 285  6.0  7.6  2.66 10.00  7.11 277 1010.3  11.3  10.6 999.0 99.0 99.00
2020 05 30 23 50 269  6.1  8.7  2.47 10.00  6.87 275 1010.7  11.3  10.6 999.0 99.0 99.00
2020 05 31 00 20 275  6.3  8.5  2.47 10.81  6.67 270 1011.1  11.4  10.6 999.0 99.0 99.00
2020 05 31 00 50 271  6.7  9.0  2.46  9.09  6.51 275 1011.1  11.5  10.6 999.0 99.0 99.00
2020 05 31 01 20 257  5.7  7.2  2.43  9.09  6.52 270 1011.6  11.4  10.6 999.0 99.0 99.00
2020 05 31 01 50 257  5.9  7.1  2.46  9.09  6.36 274 1011.5  11.3  10.7 999.0 99.0 99.00
2020 05 31 02 20 258  6.3  7.6  2.42  7.69  6.40 272 1012.0  11.3  10.6 999.0 99.0 99.00
2020 05 31 02 50 254  5.4  6.5  2.32  8.33  6.24 272 1012.5  11.2  10.6 999.0 99.0 99.00
2020 05 31 03 20 256  5.6  6.6  2.34  8.33  6.36 272 1012.5  11.2  10.6 999.0 99.0 99.00
2020 05 31 03 50 254  5.8  7.1  2.10 10.00  6.19 264 1012.2  11.1  10.6 999.0 99.0 99.00
2020 05 31 04 20 264  6.8  8.3  2.22  7.69  6.43 269 1011.9  11.1  10.6 999.0 99.0 99.00
2020 05 31 04 50 264  6.5  7.8  2.28  7.69  6.62 268 1012.4  11.2  10.6 999.0 99.0 99.00
2020 05 31 05 20 263  5.3  6.3  2.21 10.00  6.38 264 1012.9  11.2  10.6 999.0 99.0 99.00
2020 05 31 05 50 258  5.8  7.1  2.22  7.69  6.44 263 1013.0  11.2  10.6 999.0 99.0 99.00
2020 05 31 06 20 258  5.2  6.3  2.08 10.00  6.54 269 1013.1  11.1  10.6 999.0 99.0 99.00
2020 05 31 06 50 270  5.7  6.7  1.97  7.14  6.19 269 1013.2  11.1  10.6 999.0 99.0 99.00
2020 05 31 07 20 266  5.2  6.1  2.06  7.69  6.39 272 1013.3  11.0  10.6 999.0 99.0 99.00
2020 05 31 07 50 259  5.8  7.3  2.25 10.00  6.60 270 1013.7  11.1  10.6 999.0 99.0 99.00
2020 05 31 08 20 255  5.0  6.2  1.83  7.14  6.16 270 1013.9  11.1  10.6 999.0 99.0 99.00
2020 05 31 08 50 258  5.9  7.8  2.00  7.69  6.65 263 1014.0  11.1  10.6 999.0 99.0 99.00
2020 05 31 09 20 264  6.2  7.5  1.83  7.69  6.49 267 1014.1  11.1  10.6 999.0 99.0 99.00
2020 05 31 09 50 268  5.8  7.0  2.16 10.00  7.04 254 1014.3  11.0  10.6 999.0 99.0 99.00
2020 05 31 10 20 266  5.2  6.2  1.89  9.09  6.85 259 1014.6  11.0  10.6 999.0 99.0 99.00
2020 05 31 10 50 255  5.3  6.4  1.89  7.14  6.69 271 1014.9  10.9  10.6 999.0 99.0 99.00
2020 05 31 11 20 264  6.2  7.4  2.12 10.00  7.29 264 1014.9  11.1  10.6 999.0 99.0 99.00
2020 05 31 11 50 271  5.6  7.2  2.00 10.00  6.93 264 1015.2  11.1  10.6 999.0 99.0 99.00
2020 05 31 12 20 283  5.7  7.0  1.99 10.00  6.82 260 1015.3  11.0  10.5 999.0 99.0 99.00
2020 05 31 12 50 284  6.5  7.9  2.08  9.09  6.88 266 1015.1  11.0  10.5 999.0 99.0 99.00
2020 05 31 13 20 289  6.0  7.2  1.95 10.00  6.65 275 1015.6  10.9  10.4 999.0 99.0 99.00
2020 05 31 13 50 291  5.5  7.0  2.13 10.00  6.53 287 1015.9  10.9  10.4 999.0 99.0 99.00
2020 05 31 14 20 291  5.5  6.5  1.88  9.09  6.30 278 1016.2  10.9  10.4 999.0 99.0 99.00
2020 05 31 14 50 290  5.0  5.9  1.80 10.00  6.21 273 1016.3  10.9  10.4 999.0 99.0 99.00
2020 05 31 15 20 287  5.4  6.5  1.83 10.00  6.21 277 1016.4  10.9  10.3 999.0 99.0 99.00
2020 05 31 15 50 275  3.8  4.9  1.90  9.09  6.47 260 1016.7  11.0  10.3 999.0 99.0 99.00
2020 05 31 16 20 269  3.5  4.2  1.83 10.00  6.36 268 1017.0  11.0  10.3 999.0 99.0 99.00
2020 05 31 16 50 261  3.7  4.6  1.74 10.00  6.45 268 1017.4  11.0  10.5 999.0 99.0 99.00
2020 05 31 17 20 244  3.2  4.0  1.72 10.00  6.46 263 1017.8  11.1  10.5 999.0 99.0 99.00
2020 05 31 17 50 236  3.0  3.9  1.64 10.00  6.23 271 1018.2  11.0  10.6 999.0 99.0 99.00
2020 05 31 18 20 229  2.9  3.5  1.86 10.00  6.43 269 1018.6  11.1  10.7 999.0 99.0 99.00
2020 05 31 18 50 222  3.2  3.8  1.73  9.09  6.32 271 1018.7  11.1  10.8 999.0 99.0 99.00
2020 05 31 19 20 203  2.9  3.6  1.63 10.00  6.43 273 1019.1  10.9  10.8 999.0 99.0 99.00
2020 05 31 19 50 213  4.0  4.8  1.63  9.09  6.62 265 1019.4  11.2  10.9 999.0 99.0 99.00
2020 05 31 20 20 230  4.1  4.9  1.58  8.33  6.58 260 1019.5  11.2  10.9 999.0 99.0 99.00
2020 05 31 20 50 228  3.4  4.1  1.61 10.00  6.65 263 1019.7  11.2  10.9 999.0 99.0 99.00
2020 05 31 21 20 228  3.0  3.6  1.55 10.00  6.85 270 1019.9  11.3  10.9 999.0 99.0 99.00
2020 05 31 21 50 219  3.2  3.8  1.53  9.09  6.68 265 1020.1  11.4  10.9 999.0 99.0 99.00
2020 05 31 22 20 216  3.3  4.1  1.41  9.09  6.60 275 1020.3  11.5  11.0 999.0 99.0 99.00
2020 05 31 22 50 211  2.6  3.1  1.37 10.00  6.58 279 1020.3  11.5  11.0 999.0 99.0 99.00
2020 05 31 23 20 220  2.4  3.2  1.54 10.00  6.85 271 1020.4  11.6  11.2 999.0 99.0 99.00
2020 06 00 23 50 235  1.9  2.6  1.46  9.09  6.60 272 1020.5  11.6  11.3 999.0 99.0 99.00
2020 06 01 00 20 259  1.7  2.3  1.58  9.09  6.78 275 1020.4  11.8  11.3 999.0 99.0 99.00
2020 06 01 00 50 255  2.2  3.1  1.43  8.33  6.24 282 1020.3  11.7  11.5 999.0 99.0 99.00
2020 06 01 01 20 265  1.9  2.7  1.42  9.09  6.18 278 1020.4  11.7  11.6 999.0 99.0 99.00
2020 06 01 01 50 259  1.7  2.2  1.37  8.33  6.01 274 1020.4  11.7  11.5 999.0 99.0 99.00
2020 06 01 02 20 228  1.5  1.9  1.37  9.09  5.89 294 1020.3  11.5  11.4 999.0 99.0 99.00
2020 06 01 02 50 237  1.7  2.3  1.44  9.09  5.79 261 1020.2  11.5  11.4 999.0 99.0 99.00
2020 06 01 03 20 257  1.5  1.9  1.50  9.09  6.03 267 1019.9  11.2  11.3 999.0 99.0 99.00
2020 06 01 03 50 263  2.0  2.7  1.42  9.09  5.91 273 1019.9  11.0  11.2 999.0 99.0 99.00
2020 06 01 04 20 279  2.7  3.2  1.36  9.09  6.07 283 1020.0  11.2  11.3 999.0 99.0 99.00
2020 06 01 04 50 287  2.9  3.4  1.22  9.09  5.79 280 1019.9  11.3  11.2 999.0 99.0 99.00
2020 06 01 05 20 288  3.2  3.9  1.24  8.33  5.92 279 1019.8  11.2  11.1 999.0 99.0 99.00
2020 06 01 05 50 288  3.5  4.1  1.29  9.09  6.08 279 1019.9  11.2  11.1 999.0 99.0 99.00
2020 06 01 06 20 291  3.3  4.0  1.27  9.09  6.15 286 1019.9  11.1  11.1 999.0 99.0 99.00
2020 06 01 06 50 298  2.8  3.3  1.27  9.09  6.41 274 1019.9  11.0  11.1 999.0 99.0 99.00
2020 06 01 07 20 305  2.7  3.3  1.28  8.33  6.51 277 1019.8  10.9  11.0 999.0 99.0 99.00
2020 06 01 07 50 308  2.1  2.6  1.14  9.09  6.45 277 1019.8  10.7  10.9 999.0 99.0 99.00
2020 06 01 08 20 291  1.3  1.7  1.08  9.09  6.31 272 1019.7  10.6  10.9 999.0 99.0 99.00
2020 06 01 08 50 275  1.8  2.3  1.08  8.33  6.71 274 1019.7  10.5  11.0 999.0 99.0 99.00
2020 06 01 09 20 283  1.8  2.7  1.10  9.09  6.77 282 1019.6  10.6  11.0 999.0 99.0 99.00
2020 06 01 09 50 297  2.3  3.1  1.14  9.09  7.27 281 1019.7  10.5  10.8 999.0 99.0 99.00
2020 06 01 10 20 353  1.0  1.6  1.05  8.33  7.15 273 1019.6  10.0  10.8 999.0 99.0 99.00
2020 06 01 10 50  67  2.3  3.2  1.10  9.09  7.21 270 1019.6   9.7  10.8 999.0 99.0 99.00
2020 06 01 11 20  58  2.2  2.8  1.16  9.09  7.65 269 1019.5   9.2  10.8 999.0 99.0 99.00
2020 06 01 11 50  82  1.4  2.0  1.10  8.33  7.67 266 1019.5   9.1  10.8 999.0 99.0 99.00
2020 06 01 12 20 121  1.4  1.9  1.14  9.09  7.52 261 1019.6   9.2  10.8 999.0 99.0 99.00
2020 06 01 12 50  79  1.6  2.3  1.12  9.09  7.35 269 1019.8   9.1  10.6 999.0 99.0 99.00
2020 06 01 13 20  77  1.9  2.9  1.23  9.09  7.31 266 1019.9   9.4  10.6 999.0 99.0 99.00
2020 06 01 13 50  89  2.5  3.3  1.18  9.09  7.10 272 1019.9   9.6  10.6 999.0 99.0 99.00
2020 06 01 14 20  91  2.6  3.3  1.25  9.09  6.99 273 1020.3   9.6  10.6 999.0 99.0 99.00
2020 06 01 14 50  96  1.8  2.4  1.11  7.14  6.42 262 1020.6   9.8  10.6 999.0 99.0 99.00
2020 06 01 15 20  90  1.8  2.7  1.28  8.33  6.54 264 1020.8   9.8  10.6 999.0 99.0 99.00
2020 06 01 15 50  88  1.3  2.1  1.28  8.33  6.50 272 1021.1  10.0  10.6 999.0 99.0 99.00
2020 06 01 16 20 110  1.6  2.2  1.25  8.33  6.10 262 1021.2  10.0  10.7 999.0 99.0 99.00
2020 06 01 16 50 136  1.1  1.6  1.16  8.33  5.90 273 1021.4  10.2  10.8 999.0 99.0 99.00
2020 06 01 17 20 203  1.7  3.5  1.18  9.09  5.95 277 1021.5  10.6  10.9 999.0 99.0 99.00
2020 06 01 17 50 232  2.9  3.7  1.20  9.09  5.85 276 1021.8  10.6  10.9 999.0 99.0 99.00
2020 06 01 18 20 228  3.2  3.7  1.17  9.09  5.89 278 1022.0  10.8  10.9 999.0 99.0 99.00
2020 06 01 18 50 225  3.9  4.6  1.23  8.33  5.86 282 1022.3  10.9  11.0 999.0 99.0 99.00
2020 06 01 19 20 230  3.3  3.8  1.28  8.33  6.07 279 1022.4  11.1  11.0 999.0 99.0 99.00
2020 06 01 19 50 234  2.4  3.0  1.16  8.33  6.10 271 1022.5  11.2  11.0 999.0 99.0 99.00
2020 06 01 20 20 228  3.0  3.4  1.35  8.33  6.40 282 1022.6  11.4  11.1 999.0 99.0 99.00
2020 06 01 20 50 244  2.9  3.5  1.14  8.33  5.94 278 1022.7  11.6  11.2 999.0 99.0 99.00
2020 06 01 21 20 245  3.4  4.0  1.16  9.09  6.09 276 1022.8  11.7  11.3 999.0 99.0 99.00
2020 06 01 21 50 252  3.6  4.6  1.07  9.09  6.40 275 1023.0  11.8  11.4 999.0 99.0 99.00
2020 06 01 22 20 262  3.7  4.8  1.11  9.09  6.74 283 1023.1  11.9  11.4 999.0 99.0 99.00
2020 06 01 22 50 263  3.7  4.3  1.05  9.09  6.66 287 1023.2  11.8  11.4 999.0 99.0 99.00
2020 06 01 23 20 259  3.2  3.9  1.03  9.09  6.65 286 1023.1  11.8  11.4 999.0 99.0 99.00
2020 06 01 23 50 255  3.0  3.6  1.14  9.09  6.72 277 1023.1  11.8  11.5 999.0 99.0 99.00
2020 06 02 00 20 260  3.6  4.3  1.12  9.09  6.62 278 1023.1  11.8  11.5 999.0 99.0 99.00
2020 06 02 00 50 252  3.4  4.1  1.22  8.33  6.72 267 1023.2  11.8  11.5 999.0 99.0 99.00
2020 06 02 01 20 253  3.2  3.8  1.14  8.33  6.43 273 1023.1  11.8  11.6 999.0 99.0 99.00
2020 06 02 01 50 253  3.0  3.6  1.23  8.33  6.29 278 1023.1  11.8  11.6 999.0 99.0 99.00
2020 06 02 02 20 255  3.4  4.0  1.24  8.33  6.09 272 1023.2  11.8  11.6 999.0 99.0 99.00
2020 06 02 02 50 256  3.0  3.7  1.30  8.33  6.17 262 1023.2  11.8  11.6 999.0 99.0 99.00
2020 06 02 03 20 254  2.4  2.8  1.40  8.33  6.19 261 1023.2  11.7  11.5 999.0 99.0 99.00
2020 06 02 03 50 254  2.9  3.4  1.37  8.33  6.04 277 1023.3  11.5  11.4 999.0 99.0 99.00
2020 06 02 04 20 249  2.1  2.7  1.28  8.33  5.88 269 1023.2  11.3  11.4 999.0 99.0 99.00
2020 06 02 04 50 257  1.8  2.4  1.22  8.33  5.82 275 1023.5  11.2  11.3 999.0 99.0 99.00
2020 06 02 05 20 254  2.1  2.5  1.19  7.69  5.88 283 1023.7  11.1  11.2 999.0 99.0 99.00
2020 06 02 05 50 255  1.8  2.2  1.34  8.33  6.13 276 1023.7  11.1  11.2 999.0 99.0 99.00
2020 06 02 06 20 238  1.3  1.7  1.23  8.33  6.10 276 1023.6  11.0  11.2 999.0 99.0 99.00
2020 06 02 06 50 224  1.3  1.7  1.22  8.33  6.19 277 1023.4  10.9  11.3 999.0 99.0 99.00
2020 06 02 07 20 217  1.4  2.0  1.17  8.33  6.29 269 1023.3  10.9  11.2 999.0 99.0 99.00
2020 06 02 07 50 212  1.3  1.7  1.19  8.33  6.41 275 1023.2  10.9  11.2 999.0 99.0 99.00
2020 06 02 08 20 236  1.3  1.7  1.07  8.33  6.33 283 1023.2  10.9  11.3 999.0 99.0 99.00
2020 06 02 08 50 242  0.8  1.7  1.02  8.33  6.18 285 1023.2  10.9  11.2 999.0 99.0 99.00
2020 06 02 09 20 193  0.5  1.0  1.02  8.33  6.36 269 1022.8  10.8  11.1 999.0 99.0 99.00
2020 06 02 09 50 222  0.9  1.4  1.05  9.09  6.65 277 1022.8  10.8  11.0 999.0 99.0 99.00
2020 06 02 10 20 209  1.0  1.5  0.98  9.09  6.60 289 1022.8  10.8  10.9 999.0 99.0 99.00
2020 06 02 10 50 195  1.8  2.2  0.94  8.33  6.68 281 1022.4  10.8  10.8 999.0 99.0 99.00
2020 06 02 11 20 168  1.0  2.0  0.93  8.33  6.57 276 1022.1  10.8  10.8 999.0 99.0 99.00
2020 06 02 11 50 117  0.3  1.1  0.86  9.09  6.83 269 1022.2  10.5  10.8 999.0 99.0 99.00
2020 06 02 12 20  62  0.6  1.7  0.88  9.09  7.00 274 1022.0  10.3  10.7 999.0 99.0 99.00
2020 06 02 12 50  32  0.2  0.7  0.85  8.33  6.68 267 1022.0  10.0  10.6 999.0 99.0 99.00
2020 06 02 13 20   3  0.3  0.8  0.98  8.33  6.69 263 1022.0  10.1  10.5 999.0 99.0 99.00
2020 06 02 13 50 197  0.1  0.4  0.88  8.33  6.45 273 1021.8  10.2  10.6 999.0 99.0 99.00
2020 06 02 14 20 196  0.4  1.6  0.95  8.33  6.51 271 1022.2  10.6  10.5 999.0 99.0 99.00
2020 06 02 14 50 197  0.1  0.7  1.00  7.69  6.52 263 1022.2  10.5  10.5 999.0 99.0 99.00
2020 06 02 15 20 175  2.2  3.0  0.94  8.33  6.36 274 1022.0  10.4  10.5 999.0 99.0 99.00
2020 06 02 15 50 178  3.0  3.7  0.95  7.69  6.35 276 1022.1  10.5  10.5 999.0 99.0 99.00
2020 06 02 16 20 173  2.9  3.6  0.92  7.69  6.21 275 1021.8  10.5  10.5 999.0 99.0 99.00
2020 06 02 16 50 134  1.7  2.4  0.87  7.69  6.32 278 1021.9  10.5  10.5 999.0 99.0 99.00
2020 06 02 17 20 113  1.5  2.0  0.80  7.69  5.88 285 1021.5  10.4  10.6 999.0 99.0 99.00
2020 06 02 17 50  96  1.1  2.0  0.86  7.14  6.19 271 1021.6  10.5  10.6 999.0 99.0 99.00
2020 06 02 18 20  53  1.6  2.1  0.90  7.69  6.14 277 1021.6  10.3  10.6 999.0 99.0 99.00
2020 06 02 18 50  51  1.5  2.1  0.94  7.69  6.39 277 1021.8  10.1  10.7 999.0 99.0 99.00
2020 06 02 19 20  59  2.5  3.0  0.93  7.69  6.37 279 1021.8  10.0  10.7 999.0 99.0 99.00
2020 06 02 19 50  84  2.8  3.6  1.00  7.14  6.41 271 1022.3   9.9  10.6 999.0 99.0 99.00
2020 06 02 20 20  70  2.8  3.9  1.18  7.69  6.56 280 1022.3   9.7  10.6 999.0 99.0 99.00
2020 06 02 20 50 124  3.3  4.3  1.14  7.69  6.24 271 1022.2   9.8  10.7 999.0 99.0 99.00
2020 06 02 21 20 153  2.7  3.7  1.24  7.69  6.24 279 1022.1  10.2  10.7 999.0 99.0 99.00
2020 06 02 21 50  81  3.5  4.2  1.35  7.69  6.00 274 1022.2   9.6  10.7 999.0 99.0 99.00
2020 06 02 22 20  86  3.9  5.0  1.39  7.14  6.16 279 1022.5   9.6  10.6 999.0 99.0 99.00
2020 06 02 22 50  87  4.4  6.3  1.59  7.69  6.36 275 1022.6   9.8  10.6 999.0 99.0 99.00
2020 06 02 23 20  95  4.6  6.6  1.71  9.09  6.75 272 1022.5   9.9  10.6 999.0 99.0 99.00
2020 06 02 23 50  96  3.7  5.9  1.88  8.33  6.89 270 1022.5  10.1  10.6 999.0 99.0 99.00
2020 06 03 00 20  96  4.4  5.9  2.10  7.69  6.80 276 1022.6  10.1  10.6 999.0 99.0 99.00
2020 06 03 00 50 105  3.6  5.1  2.25  8.33  6.92 266 1022.8  10.3  10.6 999.0 99.0 99.00
2020 06 03 01 20 126  2.1  3.8  2.38  8.33  6.95 275 1023.0  10.3  10.6 999.0 99.0 99.00
2020 06 03 01 50 147  1.6  2.6  2.14  8.33  6.93 271 1022.9  10.4  10.6 999.0 99.0 99.00
2020 06 03 02 20 194  1.7  2.7  2.30  7.69  6.75 267 1023.1  10.6  10.7 999.0 99.0 99.00
2020 06 03 02 50 201  2.4  3.2  1.97  7.14  6.31 280 1023.1  10.9  10.7 999.0 99.0 99.00
2020 06 03 03 20 204  3.1  3.8  1.91  8.33  6.16 273 1023.3  10.9  10.8 999.0 99.0 99.00
2020 06 03 03 50 200  3.9  4.5  1.81  8.33  6.13 262 1023.4  10.9  10.8 999.0 99.0 99.00
2020 06 03 04 20 216  3.9  4.5  1.72  7.69  5.92 259 1023.6  10.6  10.8 999.0 99.0 99.00
2020 06 03 04 50 259  3.6  4.6  1.53  7.69  5.48 273 1023.9  11.1  10.8 999.0 99.0 99.00
2020 06 03 05 20 266  3.6  4.6  1.50 10.00  5.42 263 1023.9  11.1  10.8 999.0 99.0 99.00
2020 06 03 05 50 302  4.8  5.5  1.54  9.09  5.64 264 1024.0  11.1  10.7 999.0 99.0 99.00
2020 06 03 06 20 315  2.1  2.7  1.33  8.33  5.57 249 1024.1  11.0  10.6 999.0 99.0 99.00
2020 06 03 06 50 311  2.3  3.3  1.30  8.33  5.71 245 1024.1  10.8  10.6 999.0 99.0 99.00
2020 06 03 07 20 313  2.8  3.5  1.40 10.00  6.00 253 1024.1  11.0  10.7 999.0 99.0 99.00
2020 06 03 07 50 313  2.4  3.3  1.43  9.09  5.96 251 1024.2  10.9  10.7 999.0 99.0 99.00
2020 06 03 08 20 294  1.3  1.7  1.43  9.09  6.02 229 1024.1  10.7  10.7 999.0 99.0 99.00
2020 06 03 08 50 242  1.1  1.7  1.49  7.69  6.09 247 1023.8  10.5  10.6 999.0 99.0 99.00
2020 06 03 09 20 223  0.5  1.2  1.62  9.09  6.26 239 1023.4  10.5  10.6 999.0 99.0 99.00
2020 06 03 09 50 251  0.7  1.3  1.61  9.09  6.51 243 1023.6  10.6  10.5 999.0 99.0 99.00
2020 06 03 10 20  72  1.4  2.2  1.60  9.09  6.91 249 1023.5  10.3  10.5 999.0 99.0 99.00
2020 06 03 10 50  72  0.4  1.3  1.54  9.09  6.78 253 1023.6  10.2  10.5 999.0 99.0 99.00
2020 06 03 11 20  88  1.0  1.9  1.49  9.09  6.76 248 1023.6  10.4  10.5 999.0 99.0 99.00
2020 06 03 11 50  57  0.9  1.9  1.52  9.09  6.95 247 1023.6  10.3  10.5 999.0 99.0 99.00
2020 06 03 12 20  57  1.9  2.6  1.45  9.09  7.16 243 1023.6   9.8  10.5 999.0 99.0 99.00
2020 06 03 12 50  61  2.3  3.1  1.57  9.09  7.22 241 1023.7   9.7  10.5 999.0 99.0 99.00
2020 06 03 13 20  62  2.2  2.8  1.67  8.33  7.22 237 1023.8   9.9  10.4 999.0 99.0 99.00
2020 06 03 13 50  32  1.9  2.7  1.52  9.09  7.12 239 1023.9   9.8  10.4 999.0 99.0 99.00
2020 06 03 14 20  60  1.8  2.7  1.78  8.33  7.20 248 1023.9  10.3  10.5 999.0 99.0 99.00
2020 06 03 14 50  96  1.6  2.3  1.80  8.33  7.00 250 1023.8  10.4  10.5 999.0 99.0 99.00
2020 06 03 15 20 137  1.1  1.6  1.79  8.33  6.70 241 1023.7  10.4  10.5 999.0 99.0 99.00
2020 06 03 15 50 124  2.0  2.8  1.97  7.69  6.76 262 1023.6  10.3  10.5 999.0 99.0 99.00
2020 06 03 16 20 147  1.8  2.4  1.89  7.14  6.46 261 1023.4  10.4  10.6 999.0 99.0 99.00
2020 06 03 16 50 123  1.5  2.3  1.76  8.33  6.35 261 1023.4  10.5  10.7 999.0 99.0 99.00
2020 06 03 17 20 160  0.1  0.7  1.91  7.14  6.14 260 1023.3  10.8  10.8 999.0 99.0 99.00
2020 06 03 17 50 247  0.2  0.6  1.77  8.33  6.01 264 1023.1  10.8  11.0 999.0 99.0 99.00
2020 06 03 18 20 244  2.3  3.0  1.78  7.69  5.84 256 1023.0  10.6  11.1 999.0 99.0 99.00
2020 06 03 18 50 261  2.5  3.1  1.67  8.33  5.82 258 1022.8  10.8  11.0 999.0 99.0 99.00
2020 06 03 19 20 258  2.1  2.8  1.64  8.33  5.67 259 1022.7  10.9  11.1 999.0 99.0 99.00
2020 06 03 19 50 249  1.8  2.4  1.58  8.33  5.74 251 1022.5  11.1  11.1 999.0 99.0 99.00
2020 06 03 20 20 279  4.9  6.1  1.47  9.09  5.75 271 1022.5  11.2  11.1 999.0 99.0 99.00
2020 06 03 20 50 295  4.0  4.8  1.43  9.09  6.00 258 1022.3  10.9  11.1 999.0 99.0 99.00
2020 06 03 21 20 291  4.1  5.0  1.48  9.09  6.31 252 1022.3  11.2  11.3 999.0 99.0 99.00
2020 06 03 21 50 296  3.7  4.4  1.47  9.09  6.18 245 1022.1  11.2  11.2 999.0 99.0 99.00
2020 06 03 22 20 302  4.7  6.0  1.39  9.09  6.37 254 1022.1  11.4  11.3 999.0 99.0 99.00
2020 06 03 22 50 283  4.4  5.1  1.41  9.09  6.45 247 1021.9  11.6  11.4 999.0 99.0 99.00
2020 06 03 23 20 265  4.1  4.9  1.29  9.09  6.43 247 1021.8  11.5  11.4 999.0 99.0 99.00
2020 06 03 23 50 274  6.0  7.7  1.54 12.90  7.30 265 1021.8  11.7  11.5 999.0 99.0 99.00
2020 06 04 00 20 276  6.4  7.8  1.41 12.90  7.09 271 1021.7  11.7  11.4 999.0 99.0 99.00
2020 06 04 00 50 287  6.8  8.3  1.54 12.12  7.18 279 1021.3  11.7  11.3 999.0 99.0 99.00
2020 06 04 01 20 288  7.3  8.9  1.53 12.90  7.04 260 1021.1  11.6  11.3 999.0 99.0 99.00
2020 06 04 01 50 289  8.1  9.7  1.56 12.90  6.98 247 1020.9  11.5  11.2 999.0 99.0 99.00
2020 06 04 02 20 286  8.3  9.9  1.80 12.90  7.62 260 1020.7  11.5  11.1 999.0 99.0 99.00
2020 06 04 02 50 281  8.0 10.1  1.91 12.12  7.24 262 1020.6  11.4  10.8 999.0 99.0 99.00
2020 06 04 03 20 286  8.3 10.1  1.88 11.43  6.94 263 1020.3  11.3  10.7 999.0 99.0 99.00
2020 06 04 03 50 284  9.4 11.2  2.03 12.90  7.15 244 1020.0  11.3  10.7 999.0 99.0 99.00
2020 06 04 04 20 288  8.7 10.5  2.24 12.90  7.14 282 1019.8  11.1  10.6 999.0 99.0 99.00
2020 06 04 04 50 292  9.2 11.0  2.13 11.43  6.21 258 1019.6  11.0  10.6 999.0 99.0 99.00
2020 06 04 05 20 288  7.5  9.0  1.98 12.90  6.19 271 1019.7  11.0  10.5 999.0 99.0 99.00
2020 06 04 05 50 297  6.9  8.2  1.79 12.12  5.82 276 1019.6  11.1  10.5 999.0 99.0 99.00
2020 06 04 06 20 291  6.2  7.1  1.90 12.90  6.25 247 1019.5  11.1  10.5 999.0 99.0 99.00
2020 06 04 06 50 284  6.2  7.2  1.99 12.90  6.72 280 1019.5  11.0  10.5 999.0 99.0 99.00
2020 06 04 07 20 293  6.1  7.1  1.91 11.43  6.72 273 1019.1  11.0  10.7 999.0 99.0 99.00
2020 06 04 07 50 284  5.8  7.2  1.77 13.79  6.60 250 1018.9  11.0  10.8 999.0 99.0 99.00
2020 06 04 08 20 282  5.6  6.6  1.76 13.79  6.58 263 1019.0  10.9  10.8 999.0 99.0 99.00
2020 06 04 08 50 269  5.3  6.6  1.65 12.90  6.42 267 1019.1  10.8  10.7 999.0 99.0 99.00
2020 06 04 09 20 246  4.7  5.7  1.78 12.12  6.93 271 1019.0  10.8  10.7 999.0 99.0 99.00
2020 06 04 09 50 254  4.5  5.6  1.63 11.43  6.79 275 1019.0  10.9  10.6 999.0 99.0 99.00
2020 06 04 10 20 261  4.7  5.7  1.87 12.90  7.47 270 1019.1  10.9  10.6 999.0 99.0 99.00
2020 06 04 10 50 265  3.3  4.6  1.84 12.90  8.06 257 1019.0  11.0  10.6 999.0 99.0 99.00
2020 06 04 11 20 277  3.0  4.1  1.68 12.12  7.76 258 1019.1  11.0  10.6 999.0 99.0 99.00
2020 06 04 11 50 263  1.0  1.8  1.50 12.90  7.83 238 1019.2  10.9  10.6 999.0 99.0 99.00
2020 06 04 12 20 243  0.7  1.3  1.73 12.90  8.72 279 1019.2  10.8  10.6 999.0 99.0 99.00
2020 06 04 12 50 190  0.6  1.0  1.68 12.90  8.57 302 1019.3  10.8  10.6 999.0 99.0 99.00
2020 06 04 13 20 178  1.3  1.9  1.94 12.90  9.54 323 1019.3  10.7  10.5 999.0 99.0 99.00
